"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,GSM300166,GSM300166_SE,GSM300167,GSM300167_SE,GSM300168,GSM300168_SE,GSM300169,GSM300169_SE,GSM300170,GSM300170_SE,GSM300171,GSM300171_SE,GSM300172,GSM300172_SE,GSM300173,GSM300173_SE,GSM300174,GSM300174_SE,GSM300175,GSM300175_SE,GSM300176,GSM300176_SE,GSM300177,GSM300177_SE,GSM300178,GSM300178_SE,GSM300179,GSM300179_SE,GSM300180,GSM300180_SE,GSM300181,GSM300181_SE,GSM300182,GSM300182_SE,GSM300183,GSM300183_SE,GSM300185,GSM300185_SE,GSM300186,GSM300186_SE,GSM300187,GSM300187_SE,GSM300188,GSM300188_SE,GSM300189,GSM300189_SE,GSM300190,GSM300190_SE,GSM300191,GSM300191_SE,GSM300192,GSM300192_SE,GSM300193,GSM300193_SE,GSM300194,GSM300194_SE,GSM300195,GSM300195_SE,GSM300196,GSM300196_SE,GSM300197,GSM300197_SE,GSM300198,GSM300198_SE,GSM300199,GSM300199_SE,GSM300200,GSM300200_SE,GSM300201,GSM300201_SE,GSM300202,GSM300202_SE,GSM300203,GSM300203_SE,GSM300204,GSM300204_SE,GSM300205,GSM300205_SE,GSM300206,GSM300206_SE,GSM300207,GSM300207_SE,GSM300208,GSM300208_SE,GSM300209,GSM300209_SE,GSM300210,GSM300210_SE,GSM300211,GSM300211_SE,GSM300212,GSM300212_SE,GSM300213,GSM300213_SE,GSM300214,GSM300214_SE,GSM300215,GSM300215_SE,GSM300216,GSM300216_SE,GSM300217,GSM300217_SE,GSM300218,GSM300218_SE,GSM300219,GSM300219_SE,GSM300220,GSM300220_SE,GSM300221,GSM300221_SE,GSM300222,GSM300222_SE,GSM300223,GSM300223_SE,GSM300224,GSM300224_SE,GSM300225,GSM300225_SE,GSM300226,GSM300226_SE,GSM300227,GSM300227_SE,GSM300228,GSM300228_SE,GSM300229,GSM300229_SE,GSM300230,GSM300230_SE,GSM300231,GSM300231_SE,GSM300232,GSM300232_SE,GSM300233,GSM300233_SE,GSM300234,GSM300234_SE,GSM300235,GSM300235_SE,GSM300236,GSM300236_SE,GSM300237,GSM300237_SE,GSM300238,GSM300238_SE,GSM300239,GSM300239_SE,GSM300240,GSM300240_SE,GSM300241,GSM300241_SE,GSM300242,GSM300242_SE,GSM300243,GSM300243_SE,GSM300244,GSM300244_SE,GSM300245,GSM300245_SE,GSM300246,GSM300246_SE,GSM300247,GSM300247_SE,GSM300248,GSM300248_SE,GSM300249,GSM300249_SE,GSM300250,GSM300250_SE,GSM300251,GSM300251_SE,GSM300252,GSM300252_SE,GSM300253,GSM300253_SE,GSM300254,GSM300254_SE,GSM300255,GSM300255_SE,GSM300256,GSM300256_SE,GSM300258,GSM300258_SE,GSM300259,GSM300259_SE,GSM300260,GSM300260_SE,GSM300261,GSM300261_SE,GSM300262,GSM300262_SE,GSM300263,GSM300263_SE,GSM300264,GSM300264_SE,GSM300265,GSM300265_SE,GSM300266,GSM300266_SE,GSM300267,GSM300267_SE,GSM300268,GSM300268_SE,GSM300269,GSM300269_SE,GSM300270,GSM300270_SE,GSM300271,GSM300271_SE,GSM300272,GSM300272_SE,GSM300273,GSM300273_SE,GSM300274,GSM300274_SE,GSM300275,GSM300275_SE,GSM300276,GSM300276_SE,GSM300277,GSM300277_SE,GSM300278,GSM300278_SE,GSM300279,GSM300279_SE,GSM300280,GSM300280_SE,GSM300281,GSM300281_SE,GSM300282,GSM300282_SE,GSM300283,GSM300283_SE,GSM300284,GSM300284_SE,GSM300285,GSM300285_SE,GSM300286,GSM300286_SE,GSM300287,GSM300287_SE,GSM300288,GSM300288_SE,GSM300289,GSM300289_SE,GSM300290,GSM300290_SE,GSM300291,GSM300291_SE,GSM300292,GSM300292_SE,GSM300293,GSM300293_SE,GSM300294,GSM300294_SE,GSM300295,GSM300295_SE,GSM300296,GSM300296_SE,GSM300297,GSM300297_SE,GSM300298,GSM300298_SE,GSM300299,GSM300299_SE,GSM300300,GSM300300_SE,GSM300301,GSM300301_SE,GSM300302,GSM300302_SE,GSM300303,GSM300303_SE,GSM300304,GSM300304_SE,GSM300305,GSM300305_SE,GSM300306,GSM300306_SE,GSM300307,GSM300307_SE,GSM300308,GSM300308_SE,GSM300309,GSM300309_SE,GSM300310,GSM300310_SE,GSM300311,GSM300311_SE,GSM300312,GSM300312_SE,GSM300313,GSM300313_SE,GSM300314,GSM300314_SE,GSM300315,GSM300315_SE,GSM300316,GSM300316_SE,GSM300317,GSM300317_SE,GSM300318,GSM300318_SE,GSM300319,GSM300319_SE,GSM300320,GSM300320_SE,GSM300321,GSM300321_SE,GSM300322,GSM300322_SE,GSM300323,GSM300323_SE,GSM300324,GSM300324_SE,GSM300325,GSM300325_SE,GSM300326,GSM300326_SE,GSM300327,GSM300327_SE,GSM300328,GSM300328_SE,GSM300329,GSM300329_SE,GSM300330,GSM300330_SE,GSM300331,GSM300331_SE,GSM300332,GSM300332_SE,GSM300333,GSM300333_SE,GSM300335,GSM300335_SE,GSM300338,GSM300338_SE,GSM300339,GSM300339_SE,GSM300340,GSM300340_SE,GSM300341,GSM300341_SE,GSM318840,GSM318840_SE,GSM350078,GSM350078_SE
11,https://genenetwork.org/show_trait?trait_id=204802_at&dataset=UCI_PCG_0913,human,Aging-Brain-UCI,UCI_PCG_0913,204802_at,RRAD,Ras-related associated with diabetes,,N/A,16,65.513088,RRAD,6236,N/A,Hs.1027,-,0.0,0.0,65.513088,65.51692,,,,,,6.403139491413915,6.247,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.614,,x,x,x,x,x,x,5.954,,x,x,x,x,x,x,5.904,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.396,,x,x,x,x,x,x,7.069,,x,x,6.359,,x,x,6.953,,x,x,x,x,x,x,6.292,,x,x,x,x,x,x,6.081,,x,x,6.697,,x,x,x,x,x,x,5.91,,x,x,x,x,x,x,6.194,,x,x,x,x,x,x,6.244,,x,x,6.876,,x,x,x,x,x,x,x,x,x,x,5.994,,x,x,x,x,x,x,6.109,,x,x,x,x,x,x,6.19,,x,x,x,x,x,x,6.285,,x,x,5.982,,x,x,x,x,6.505,,x,x,x,x,x,x,6.525,,x,x,x,x,7.393,,x,x,6.319,,x,x,x,x,x,x,6.322,,x,x,6.43,,x,x,x,x,x,x,6.529,,x,x,x,x,x,x,6.688,,x,x,x,x,x,x,6.306,,x,x,x,x,x,x,6.579,,x,x,6.305,,x,x,x,x,x,x,7.069,,x,x,x,x,x,x,6.325,,x,x,x,x,x,x,6.362,,x,x,x,x,x,x,x,x,x,x,x,x,6.446,,x,x,x,x,x,x,6.519,,x,x,x,x,x,x,6.409,,x,x,x,x,x,x,6.337,,x,x,x,x,x,x,6.286,,x,x,x,x,x,x,6.786,,x,x,x,x,x,x,6.072,,x,x,x,x,x,x,6.301,,x,x,x,x,x,x,x,x,x,x,x,x,6.172,,x,x,x,x,x,x
12,https://genenetwork.org/show_trait?trait_id=204803_s_at&dataset=UCI_PCG_0913,human,Aging-Brain-UCI,UCI_PCG_0913,204803_s_at,RRAD,Ras-related associated with diabetes,,N/A,16,65.513088,RRAD,6236,N/A,Hs.1027,-,0.0,0.0,65.513088,65.51692,,,,,,7.807627888612969,8.088,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.784,,x,x,x,x,x,x,7.569,,x,x,x,x,x,x,7.087,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.78,,x,x,x,x,x,x,8.401,,x,x,7.432,,x,x,8.352,,x,x,x,x,x,x,7.826,,x,x,x,x,x,x,7.633,,x,x,7.511,,x,x,x,x,x,x,7.33,,x,x,x,x,x,x,7.698,,x,x,x,x,x,x,7.569,,x,x,8.45,,x,x,x,x,x,x,x,x,x,x,7.506,,x,x,x,x,x,x,7.442,,x,x,x,x,x,x,7.542,,x,x,x,x,x,x,7.847,,x,x,7.836,,x,x,x,x,7.979,,x,x,x,x,x,x,8.069,,x,x,x,x,8.294,,x,x,7.802,,x,x,x,x,x,x,7.419,,x,x,7.941,,x,x,x,x,x,x,7.895,,x,x,x,x,x,x,8.075,,x,x,x,x,x,x,8.157,,x,x,x,x,x,x,7.825,,x,x,7.794,,x,x,x,x,x,x,8.266,,x,x,x,x,x,x,7.861,,x,x,x,x,x,x,7.789,,x,x,x,x,x,x,x,x,x,x,x,x,7.946,,x,x,x,x,x,x,7.801,,x,x,x,x,x,x,8.071,,x,x,x,x,x,x,7.86,,x,x,x,x,x,x,7.653,,x,x,x,x,x,x,7.911,,x,x,x,x,x,x,7.33,,x,x,x,x,x,x,7.699,,x,x,x,x,x,x,x,x,x,x,x,x,7.608,,x,x,x,x,x,x
13,https://genenetwork.org/show_trait?trait_id=204802_at&dataset=UCI_EC_0913,human,Aging-Brain-UCI,UCI_EC_0913,204802_at,RRAD,Ras-related associated with diabetes,,N/A,16,65.513088,RRAD,6236,N/A,Hs.1027,-,0.0,0.0,65.513088,65.51692,,,,,,6.345999986697466,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.236,,x,x,x,x,x,x,5.724,,x,x,x,x,x,x,6.233,,x,x,x,x,x,x,6.179,,x,x,x,x,6.649,,x,x,x,x,6.46,,x,x,x,x,x,x,9.139,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.293,,x,x,x,x,x,x,6.193,,x,x,x,x,x,x,x,x,x,x,6.062,,x,x,x,x,x,x,5.956,,x,x,x,x,x,x,6.134,,x,x,x,x,x,x,x,x,x,x,6.18,,x,x,5.85,,x,x,x,x,x,x,6.17,,x,x,x,x,x,x,5.888,,x,x,x,x,x,x,5.923,,x,x,x,x,x,x,x,x,x,x,7.192,,x,x,x,x,x,x,6.894,,x,x,x,x,x,x,x,x,6.291,,x,x,x,x,6.876,,x,x,x,x,x,x,x,x,x,x,6.333,,x,x,x,x,x,x,6.093,,x,x,x,x,x,x,6.167,,x,x,x,x,x,x,6.146,,x,x,x,x,x,x,x,x,x,x,6.299,,x,x,x,x,x,x,6.137,,x,x,x,x,x,x,6.471,,x,x,x,x,x,x,6.322,,x,x,x,x,7.041,,x,x,x,x,x,x,6.207,,x,x,x,x,x,x,6.577,,x,x,x,x,x,x,6.208,,x,x,x,x,x,x,6.096,,x,x,x,x,x,x,6.227,,x,x,x,x,x,x,6.038,,x,x,x,x,x,x,6.12,,x,x,x,x,x,x,6.247,,x,x,x,x,6.243,,x,x,x,x,x,x,x,x,x,x
14,https://genenetwork.org/show_trait?trait_id=204803_s_at&dataset=UCI_EC_0913,human,Aging-Brain-UCI,UCI_EC_0913,204803_s_at,RRAD,Ras-related associated with diabetes,,N/A,16,65.513088,RRAD,6236,N/A,Hs.1027,-,0.0,0.0,65.513088,65.51692,,,,,,7.713948775560428,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.639,,x,x,x,x,x,x,7.052,,x,x,x,x,x,x,7.514,,x,x,x,x,x,x,7.795,,x,x,x,x,7.711,,x,x,x,x,8.16,,x,x,x,x,x,x,10.133,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.561,,x,x,x,x,x,x,7.682,,x,x,x,x,x,x,x,x,x,x,7.451,,x,x,x,x,x,x,7.439,,x,x,x,x,x,x,7.82,,x,x,x,x,x,x,x,x,x,x,7.331,,x,x,7.526,,x,x,x,x,x,x,7.402,,x,x,x,x,x,x,7.432,,x,x,x,x,x,x,7.426,,x,x,x,x,x,x,x,x,x,x,8.173,,x,x,x,x,x,x,8.335,,x,x,x,x,x,x,x,x,7.65,,x,x,x,x,8.174,,x,x,x,x,x,x,x,x,x,x,7.966,,x,x,x,x,x,x,7.577,,x,x,x,x,x,x,7.907,,x,x,x,x,x,x,7.714,,x,x,x,x,x,x,x,x,x,x,7.553,,x,x,x,x,x,x,7.689,,x,x,x,x,x,x,7.748,,x,x,x,x,x,x,7.392,,x,x,x,x,8.014,,x,x,x,x,x,x,7.709,,x,x,x,x,x,x,7.848,,x,x,x,x,x,x,7.585,,x,x,x,x,x,x,7.403,,x,x,x,x,x,x,7.582,,x,x,x,x,x,x,7.122,,x,x,x,x,x,x,7.428,,x,x,x,x,x,x,7.69,,x,x,x,x,7.511,,x,x,x,x,x,x,x,x,x,x
15,https://genenetwork.org/show_trait?trait_id=204802_at&dataset=UCI_SG_0913,human,Aging-Brain-UCI,UCI_SG_0913,204802_at,RRAD,Ras-related associated with diabetes,,N/A,16,65.513088,RRAD,6236,N/A,Hs.1027,-,0.0,0.0,65.513088,65.51692,,,,,,6.331479161977768,x,x,6.877,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.273,,x,x,x,x,x,x,5.859,,x,x,x,x,x,x,x,x,x,x,x,x,6.445,,x,x,x,x,7.404,,x,x,x,x,x,x,6.598,,x,x,x,x,x,x,6.981,,x,x,6.232,,x,x,6.221,,x,x,x,x,x,x,6.461,,x,x,x,x,x,x,6.284,,x,x,6.308,,x,x,x,x,x,x,6.001,,x,x,x,x,x,x,5.933,,x,x,x,x,x,x,6.018,,x,x,x,x,x,x,5.958,,x,x,x,x,x,x,6.23,,x,x,x,x,x,x,6.145,,x,x,x,x,x,x,5.745,,x,x,x,x,x,x,7.049,,x,x,6.371,,x,x,x,x,6.489,,6.683,,x,x,x,x,6.303,,x,x,x,x,x,x,x,x,6.625,,x,x,x,x,x,x,6.308,,x,x,6.171,,x,x,x,x,x,x,6.254,,x,x,x,x,x,x,6.305,,x,x,x,x,x,x,6.262,,x,x,x,x,x,x,6.254,,x,x,6.297,,x,x,x,x,x,x,6.323,,x,x,x,x,x,x,6.185,,x,x,x,x,x,x,6.239,,x,x,x,x,6.445,,x,x,x,x,x,x,6.553,,x,x,x,x,x,x,6.189,,x,x,x,x,x,x,6.526,,x,x,x,x,x,x,6.125,,x,x,x,x,x,x,6.258,,x,x,x,x,x,x,6.352,,x,x,x,x,x,x,6.171,,x,x,x,x,x,x,6.211,,x,x,x,x,6.094,,x,x,x,x,x,x,6.023,,6.492,,6.381,
16,https://genenetwork.org/show_trait?trait_id=204803_s_at&dataset=UCI_SG_0913,human,Aging-Brain-UCI,UCI_SG_0913,204803_s_at,RRAD,Ras-related associated with diabetes,,N/A,16,65.513088,RRAD,6236,N/A,Hs.1027,-,0.0,0.0,65.513088,65.51692,,,,,,7.752979139486949,x,x,8.241,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.766,,x,x,x,x,x,x,7.395,,x,x,x,x,x,x,x,x,x,x,x,x,7.38,,x,x,x,x,8.368,,x,x,x,x,x,x,7.777,,x,x,x,x,x,x,8.299,,x,x,7.033,,x,x,7.3,,x,x,x,x,x,x,7.567,,x,x,x,x,x,x,7.915,,x,x,7.693,,x,x,x,x,x,x,7.705,,x,x,x,x,x,x,7.658,,x,x,x,x,x,x,7.763,,x,x,x,x,x,x,7.435,,x,x,x,x,x,x,7.611,,x,x,x,x,x,x,7.766,,x,x,x,x,x,x,7.065,,x,x,x,x,x,x,8.269,,x,x,7.812,,x,x,x,x,7.919,,7.895,,x,x,x,x,7.765,,x,x,x,x,x,x,x,x,7.987,,x,x,x,x,x,x,7.675,,x,x,7.91,,x,x,x,x,x,x,7.906,,x,x,x,x,x,x,7.801,,x,x,x,x,x,x,7.778,,x,x,x,x,x,x,7.825,,x,x,7.967,,x,x,x,x,x,x,7.763,,x,x,x,x,x,x,8.006,,x,x,x,x,x,x,8.13,,x,x,x,x,7.724,,x,x,x,x,x,x,7.773,,x,x,x,x,x,x,7.724,,x,x,x,x,x,x,7.949,,x,x,x,x,x,x,7.856,,x,x,x,x,x,x,7.73,,x,x,x,x,x,x,8.024,,x,x,x,x,x,x,7.438,,x,x,x,x,x,x,7.314,,x,x,x,x,7.52,,x,x,x,x,x,x,7.442,,8.016,,7.488,
17,https://genenetwork.org/show_trait?trait_id=1555833_a_at&dataset=UCI_HC_0913,human,Aging-Brain-UCI,UCI_HC_0913,1555833_a_at,IRGQ,"immunity-related GTPase family, Q",,N/A,19,48.781928,IRGQ,126298,N/A,Hs.6217,-,0.0,0.0,48.781928,48.78702,,,,,,10.04434880544973,x,x,x,x,10.243,,9.891,,10.151,,10.41,,9.898,,x,x,10.404,,x,x,x,x,x,x,9.893,,x,x,x,x,x,x,10.337,,x,x,10.179,,x,x,9.672,,x,x,x,x,9.69,,x,x,x,x,9.582,,x,x,x,x,x,x,10.358,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10.582,,x,x,x,x,x,x,10.11,,x,x,x,x,x,x,x,x,x,x,9.646,,x,x,x,x,x,x,10.029,,x,x,x,x,x,x,9.626,,x,x,x,x,x,x,9.965,,x,x,x,x,x,x,10.08,,x,x,x,x,x,x,9.809,,x,x,x,x,x,x,9.784,,x,x,x,x,x,x,9.893,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.941,,x,x,x,x,x,x,x,x,x,x,10.205,,x,x,x,x,x,x,x,x,x,x,10.077,,x,x,x,x,x,x,9.714,,x,x,x,x,x,x,10.685,,x,x,x,x,x,x,10.289,,x,x,x,x,x,x,x,x,x,x,10.155,,x,x,x,x,x,x,9.979,,x,x,x,x,x,x,10.517,,x,x,x,x,x,x,10.633,,x,x,x,x,9.758,,x,x,x,x,x,x,9.814,,x,x,x,x,x,x,10.224,,x,x,x,x,x,x,10.084,,x,x,x,x,x,x,10.316,,x,x,x,x,x,x,10.326,,x,x,x,x,x,x,9.674,,x,x,x,x,x,x,9.69,,x,x,x,x,x,x,9.765,,x,x,x,x,9.829,,x,x,x,x,x,x,x,x
18,https://genenetwork.org/show_trait?trait_id=1563335_at&dataset=UCI_HC_0913,human,Aging-Brain-UCI,UCI_HC_0913,1563335_at,IRGM,"immunity-related GTPase family, M",,N/A,5,150.208251,IRGM,345611,N/A,Hs.519680,+,0.0,0.0,150.208251,150.260488,,,,,,4.746116283328035,x,x,x,x,4.834,,4.699,,4.94,,4.696,,4.827,,x,x,4.906,,x,x,x,x,x,x,4.81,,x,x,x,x,x,x,4.548,,x,x,4.706,,x,x,4.76,,x,x,x,x,4.903,,x,x,x,x,4.692,,x,x,x,x,x,x,4.996,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4.782,,x,x,x,x,x,x,4.754,,x,x,x,x,x,x,x,x,x,x,4.511,,x,x,x,x,x,x,4.693,,x,x,x,x,x,x,4.796,,x,x,x,x,x,x,4.903,,x,x,x,x,x,x,4.783,,x,x,x,x,x,x,4.916,,x,x,x,x,x,x,4.931,,x,x,x,x,x,x,4.653,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4.555,,x,x,x,x,x,x,x,x,x,x,4.502,,x,x,x,x,x,x,x,x,x,x,4.749,,x,x,x,x,x,x,4.643,,x,x,x,x,x,x,4.818,,x,x,x,x,x,x,4.721,,x,x,x,x,x,x,x,x,x,x,4.743,,x,x,x,x,x,x,4.585,,x,x,x,x,x,x,4.755,,x,x,x,x,x,x,4.695,,x,x,x,x,4.688,,x,x,x,x,x,x,4.537,,x,x,x,x,x,x,4.855,,x,x,x,x,x,x,4.857,,x,x,x,x,x,x,5.046,,x,x,x,x,x,x,4.645,,x,x,x,x,x,x,4.664,,x,x,x,x,x,x,4.731,,x,x,x,x,x,x,4.562,,x,x,x,x,4.693,,x,x,x,x,x,x,x,x
19,https://genenetwork.org/show_trait?trait_id=1569310_at&dataset=UCI_HC_0913,human,Aging-Brain-UCI,UCI_HC_0913,1569310_at,IRGQ,"immunity-related GTPase family, Q",,N/A,19,48.787865,IRGQ,126298,N/A,Hs.6217,-,0.0,0.0,48.787865,48.791651,,,,,,6.681023242861726,x,x,x,x,6.339,,6.363,,6.248,,6.76,,6.518,,x,x,6.676,,x,x,x,x,x,x,6.819,,x,x,x,x,x,x,6.488,,x,x,6.488,,x,x,6.258,,x,x,x,x,6.97,,x,x,x,x,6.691,,x,x,x,x,x,x,6.832,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.933,,x,x,x,x,x,x,7.2,,x,x,x,x,x,x,x,x,x,x,6.72,,x,x,x,x,x,x,7.065,,x,x,x,x,x,x,6.421,,x,x,x,x,x,x,6.74,,x,x,x,x,x,x,6.697,,x,x,x,x,x,x,6.775,,x,x,x,x,x,x,6.351,,x,x,x,x,x,x,6.735,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.517,,x,x,x,x,x,x,x,x,x,x,6.72,,x,x,x,x,x,x,x,x,x,x,6.622,,x,x,x,x,x,x,6.667,,x,x,x,x,x,x,6.656,,x,x,x,x,x,x,6.82,,x,x,x,x,x,x,x,x,x,x,6.667,,x,x,x,x,x,x,6.848,,x,x,x,x,x,x,6.612,,x,x,x,x,x,x,6.735,,x,x,x,x,6.771,,x,x,x,x,x,x,6.84,,x,x,x,x,x,x,6.726,,x,x,x,x,x,x,6.636,,x,x,x,x,x,x,6.898,,x,x,x,x,x,x,6.936,,x,x,x,x,x,x,6.545,,x,x,x,x,x,x,6.499,,x,x,x,x,x,x,6.832,,x,x,x,x,6.65,,x,x,x,x,x,x,x,x
20,https://genenetwork.org/show_trait?trait_id=214392_at&dataset=UCI_HC_0913,human,Aging-Brain-UCI,UCI_HC_0913,214392_at,IRGC,"immunity-related GTPase family, cinema",,N/A,19,48.91455,IRGC,56269,N/A,Hs.515444,+,0.0,0.0,48.91455,48.915942,,,,,,6.93369766723278,x,x,x,x,7.055,,6.845,,7.211,,7.071,,7.163,,x,x,6.902,,x,x,x,x,x,x,6.822,,x,x,x,x,x,x,6.813,,x,x,6.953,,x,x,6.811,,x,x,x,x,7.051,,x,x,x,x,6.954,,x,x,x,x,x,x,6.915,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.096,,x,x,x,x,x,x,6.876,,x,x,x,x,x,x,x,x,x,x,6.809,,x,x,x,x,x,x,7.026,,x,x,x,x,x,x,6.729,,x,x,x,x,x,x,7.016,,x,x,x,x,x,x,7.039,,x,x,x,x,x,x,6.913,,x,x,x,x,x,x,7.112,,x,x,x,x,x,x,6.871,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.597,,x,x,x,x,x,x,x,x,x,x,6.628,,x,x,x,x,x,x,x,x,x,x,6.79,,x,x,x,x,x,x,6.951,,x,x,x,x,x,x,6.798,,x,x,x,x,x,x,6.87,,x,x,x,x,x,x,x,x,x,x,6.929,,x,x,x,x,x,x,6.864,,x,x,x,x,x,x,6.9,,x,x,x,x,x,x,7.054,,x,x,x,x,6.947,,x,x,x,x,x,x,6.871,,x,x,x,x,x,x,6.999,,x,x,x,x,x,x,7.078,,x,x,x,x,x,x,6.794,,x,x,x,x,x,x,7.037,,x,x,x,x,x,x,6.877,,x,x,x,x,x,x,7.087,,x,x,x,x,x,x,7.118,,x,x,x,x,6.907,,x,x,x,x,x,x,x,x
21,https://genenetwork.org/show_trait?trait_id=221877_at&dataset=UCI_HC_0913,human,Aging-Brain-UCI,UCI_HC_0913,221877_at,IRGQ,"immunity-related GTPase family, Q",,N/A,19,48.781928,IRGQ,126298,N/A,Hs.6217,-,0.0,0.0,48.781928,48.783872,,,,,,10.021395350611487,x,x,x,x,10.353,,9.852,,10.175,,10.445,,10.071,,x,x,10.316,,x,x,x,x,x,x,9.749,,x,x,x,x,x,x,10.143,,x,x,10.154,,x,x,9.604,,x,x,x,x,9.478,,x,x,x,x,9.681,,x,x,x,x,x,x,10.413,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10.29,,x,x,x,x,x,x,10.081,,x,x,x,x,x,x,x,x,x,x,9.677,,x,x,x,x,x,x,10.054,,x,x,x,x,x,x,9.54,,x,x,x,x,x,x,10.013,,x,x,x,x,x,x,10.079,,x,x,x,x,x,x,9.753,,x,x,x,x,x,x,9.946,,x,x,x,x,x,x,9.761,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.912,,x,x,x,x,x,x,x,x,x,x,10.107,,x,x,x,x,x,x,x,x,x,x,10.119,,x,x,x,x,x,x,9.747,,x,x,x,x,x,x,10.451,,x,x,x,x,x,x,10.234,,x,x,x,x,x,x,x,x,x,x,10.079,,x,x,x,x,x,x,10.073,,x,x,x,x,x,x,10.325,,x,x,x,x,x,x,10.477,,x,x,x,x,9.736,,x,x,x,x,x,x,9.801,,x,x,x,x,x,x,10.156,,x,x,x,x,x,x,10.008,,x,x,x,x,x,x,10.248,,x,x,x,x,x,x,10.228,,x,x,x,x,x,x,9.755,,x,x,x,x,x,x,9.855,,x,x,x,x,x,x,9.903,,x,x,x,x,10.078,,x,x,x,x,x,x,x,x
22,https://genenetwork.org/show_trait?trait_id=64488_at&dataset=UCI_HC_0913,human,Aging-Brain-UCI,UCI_HC_0913,64488_at,IRGQ,"immunity-related GTPase family, Q",,N/A,19,48.781928,IRGQ,126298,N/A,Hs.6217,-,0.0,0.0,48.781928,48.783356,,,,,,9.324744158012923,x,x,x,x,9.637,,9.289,,9.576,,9.598,,9.422,,x,x,9.638,,x,x,x,x,x,x,9.27,,x,x,x,x,x,x,9.351,,x,x,9.598,,x,x,9.224,,x,x,x,x,9.073,,x,x,x,x,8.861,,x,x,x,x,x,x,9.6,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.591,,x,x,x,x,x,x,9.588,,x,x,x,x,x,x,x,x,x,x,9.105,,x,x,x,x,x,x,9.365,,x,x,x,x,x,x,8.923,,x,x,x,x,x,x,9.485,,x,x,x,x,x,x,9.273,,x,x,x,x,x,x,9.185,,x,x,x,x,x,x,9.184,,x,x,x,x,x,x,9.169,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.239,,x,x,x,x,x,x,x,x,x,x,9.415,,x,x,x,x,x,x,x,x,x,x,9.238,,x,x,x,x,x,x,9.027,,x,x,x,x,x,x,9.688,,x,x,x,x,x,x,9.526,,x,x,x,x,x,x,x,x,x,x,9.285,,x,x,x,x,x,x,9.297,,x,x,x,x,x,x,9.594,,x,x,x,x,x,x,9.764,,x,x,x,x,9.075,,x,x,x,x,x,x,9.126,,x,x,x,x,x,x,9.32,,x,x,x,x,x,x,9.252,,x,x,x,x,x,x,9.399,,x,x,x,x,x,x,9.346,,x,x,x,x,x,x,9.001,,x,x,x,x,x,x,9.001,,x,x,x,x,x,x,9.187,,x,x,x,x,9.179,,x,x,x,x,x,x,x,x
