"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,BN-Lx/Cub,BN-Lx/Cub_SE,SHR/OlaIpcv,SHR/OlaIpcv_SE,SHR_BNF1,SHR_BNF1_SE,BN_SHRF1,BN_SHRF1_SE,BXH2,BXH2_SE,BXH3,BXH3_SE,BXH5,BXH5_SE,BXH6,BXH6_SE,BXH8,BXH8_SE,BXH9,BXH9_SE,BXH10,BXH10_SE,BXH11,BXH11_SE,BXH12,BXH12_SE,BXH12a,BXH12a_SE,BXH13,BXH13_SE,HXB1,HXB1_SE,HXB2,HXB2_SE,HXB3,HXB3_SE,HXB4,HXB4_SE,HXB5,HXB5_SE,HXB7,HXB7_SE,HXB9,HXB9_SE,HXB10,HXB10_SE,HXB13,HXB13_SE,HXB14,HXB14_SE,HXB15,HXB15_SE,HXB16,HXB16_SE,HXB17,HXB17_SE,HXB18,HXB18_SE,HXB19,HXB19_SE,HXB20,HXB20_SE,HXB21,HXB21_SE,HXB22,HXB22_SE,HXB23,HXB23_SE,HXB24,HXB24_SE,HXB25,HXB25_SE,HXB26,HXB26_SE,HXB27,HXB27_SE,HXB29,HXB29_SE,HXB30,HXB30_SE,HXB31,HXB31_SE,F344/Stm,F344/Stm_SE,FXLE12/Stm,FXLE12/Stm_SE,FXLE13/Stm,FXLE13/Stm_SE,FXLE14/Stm,FXLE14/Stm_SE,FXLE15/Stm,FXLE15/Stm_SE,FXLE16/Stm,FXLE16/Stm_SE,FXLE17/Stm,FXLE17/Stm_SE,FXLE18/Stm,FXLE18/Stm_SE,FXLE19/Stm,FXLE19/Stm_SE,FXLE20/Stm,FXLE20/Stm_SE,FXLE21/Stm,FXLE21/Stm_SE,FXLE22/Stm,FXLE22/Stm_SE,FXLE23/Stm,FXLE23/Stm_SE,FXLE24/Stm,FXLE24/Stm_SE,FXLE25/Stm,FXLE25/Stm_SE,FXLE26/Stm,FXLE26/Stm_SE,LEXF10B/Stm,LEXF10B/Stm_SE,LEXF10C/Stm,LEXF10C/Stm_SE,LEXF11/Stm,LEXF11/Stm_SE,LEXF1A/Stm,LEXF1A/Stm_SE,LEXF1C/Stm,LEXF1C/Stm_SE,LEXF2A/Stm,LEXF2A/Stm_SE,LEXF2B/Stm,LEXF2B/Stm_SE,LEXF2C/Stm,LEXF2C/Stm_SE,LEXF3/Stm,LEXF3/Stm_SE,LEXF4/Stm,LEXF4/Stm_SE,LEXF5/Stm,LEXF5/Stm_SE,LEXF6B/Stm,LEXF6B/Stm_SE,LEXF7A/Stm,LEXF7A/Stm_SE,LEXF7B/Stm,LEXF7B/Stm_SE,LEXF7C/Stm,LEXF7C/Stm_SE,LEXF8A/Stm,LEXF8A/Stm_SE,LEXF8D/Stm,LEXF8D/Stm_SE,LEXF9/Stm,LEXF9/Stm_SE,LE/Stm,LE/Stm_SE,LEXF10A/Stm,LEXF10A/Stm_SE,BN-Lx/Cub,BN-Lx/Cub_SE,BXH10/Cub,BXH10/Cub_SE,BXH11/Cub,BXH11/Cub_SE,BXH12/Cub,BXH12/Cub_SE,BXH13/Cub,BXH13/Cub_SE,BXH2/Cub,BXH2/Cub_SE,BXH3/Cub,BXH3/Cub_SE,BXH5/Cub,BXH5/Cub_SE,BXH6/Cub,BXH6/Cub_SE,BXH8/Cub,BXH8/Cub_SE,BXH9/Cub,BXH9/Cub_SE,HXB10/Ipcv,HXB10/Ipcv_SE,HXB13/Ipcv,HXB13/Ipcv_SE,HXB15/Ipcv,HXB15/Ipcv_SE,HXB17/Ipcv,HXB17/Ipcv_SE,HXB18/Ipcv,HXB18/Ipcv_SE,HXB1/Ipcv,HXB1/Ipcv_SE,HXB20/Ipcv,HXB20/Ipcv_SE,HXB21/Ipcv,HXB21/Ipcv_SE,HXB22/Ipcv,HXB22/Ipcv_SE,HXB23/Ipcv,HXB23/Ipcv_SE,HXB24/Ipcv,HXB24/Ipcv_SE,HXB25/Ipcv,HXB25/Ipcv_SE,HXB27/Ipcv,HXB27/Ipcv_SE,HXB29/Ipcv,HXB29/Ipcv_SE,HXB2/Ipcv,HXB2/Ipcv_SE,HXB31/Ipcv,HXB31/Ipcv_SE,HXB3/Ipcv,HXB3/Ipcv_SE,HXB4/Ipcv,HXB4/Ipcv_SE,HXB5/Ipcv,HXB5/Ipcv_SE,HXB7/Ipcv,HXB7/Ipcv_SE,SHR/OlaIpcv,SHR/OlaIpcv_SE,ACI/EurMcwi,ACI/EurMcwi_SE,ACI/N,ACI/N_SE,BDIX/NemOda,BDIX/NemOda_SE,BN/Crl,BN/Crl_SE,BN/HsdShulRrrc,BN/HsdShulRrrc_SE,BN/SsN,BN/SsN_SE,BN/NHsdMcwi,BN/NHsdMcwi_SE,BN/RijHsd,BN/RijHsd_SE,BUF/Mna,BUF/Mna_SE,BUF/N,BUF/N_SE,DA/OlaHsd,DA/OlaHsd_SE,MHS/Gib,MHS/Gib_SE,MNS/Gib,MNS/Gib_SE,SBH/Ygl,SBH/Ygl_SE,SBN/Ygl,SBN/Ygl_SE,SHRSP/Gla,SHRSP/Gla_SE,SR/Jr,SR/Jr_SE,SS/Jr,SS/Jr_SE,WAG/Rij,WAG/Rij_SE,F344/DuCrl,F344/DuCrl_SE,F344/N,F344/N_SE,F344/NCrl,F344/NCrl_SE,F344/NHsd,F344/NHsd_SE,FHH/EurMcw,FHH/EurMcw_SE,GK/FarMcwi,GK/FarMcwi_SE,LEW/Crl,LEW/Crl_SE,LH/MavRrrc,LH/MavRrrc_SE,LL/MavRrrc,LL/MavRrrc_SE,LN/MavRrrc,LN/MavRrrc_SE,M520/N,M520/N_SE,M520/NrrrcMcwi,M520/NrrrcMcwi_SE,MR/N,MR/N_SE,MWF/Hsd,MWF/Hsd_SE,PVG/Seac,PVG/Seac_SE,RCS/LavRrrc,RCS/LavRrrc_SE,SHRSP/A3NCrl,SHRSP/A3NCrl_SE,SHR/NCrl,SHR/NCrl_SE,SHR/NHsd,SHR/NHsd_SE,SR/JrHsd,SR/JrHsd_SE,SS/HsdMcwiCrl,SS/HsdMcwiCrl_SE,SS/JrHsdMcwi,SS/JrHsdMcwi_SE,SS/JrHsd,SS/JrHsd_SE,WAG/RijCrl,WAG/RijCrl_SE,WKY/N,WKY/N_SE,WKY/NCrl,WKY/NCrl_SE,WKY/NHsd,WKY/NHsd_SE,WN/N,WN/N_SE,LEW/SsNHsd,LEW/SsNHsd_SE,WLI/Eer,WLI/Eer_SE,WMI/Eer,WMI/Eer_SE,HXB10WMIF1,HXB10WMIF1_SE,SHRIpcvBNMcwiF1,SHRIpcvBNMcwiF1_SE,SSMcwiSHRIpcvF1,SSMcwiSHRIpcvF1_SE,SSMcwiWLIF1,SSMcwiWLIF1_SE
11,https://genenetwork.org/show_trait?trait_id=1387260_at&dataset=KI_2A_0405_Rz,rat,HXBBXH,KI_2A_0405_Rz,1387260_at,Klf4,Kruppel-like factor 4 (gut),,N/A,5,70.278992,"GKLF, MGC93286",114505,N/A,Rn.7719,-,3.26,251.0,70.278992,70.279547,10,13.398355,rsRn10011764,8.07413436217185,0.822,7.77584375,7.84,0.123,7.785,0.258,x,x,x,x,7.747,0.0367,7.81,0.106,8.006,0.123,7.471,0.143,7.951,0.116,7.815,0.165,7.907,0.102,7.377,0.332,7.746,0.16,x,x,7.658,0.0836,7.788,0.0483,7.693,0.0336,7.627,0.148,7.763,0.0683,7.716,0.0233,7.602,0.033,x,x,7.824,0.0697,x,x,x,x,8.161,0.195,x,x,7.742,0.0664,7.785,0.0424,x,x,7.849,0.133,8.081,0.0997,7.85,0.108,7.676,0.0588,7.498,0.126,8.012,0.215,7.876,0.316,7.844,0.0502,7.879,0.0684,x,x,7.448,0.12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.84,0.123,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.785,0.258,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
12,https://genenetwork.org/show_trait?trait_id=1387260_at&dataset=HXB_Adrenal_1208,rat,HXBBXH,HXB_Adrenal_1208,1387260_at,Klf4,Kruppel-like factor 4 (gut),,N/A,5,70.278992,"GKLF, MGC93286",114505,N/A,Rn.7719,-,3.26,251.0,70.278992,70.279547,8,93.493025,rsRn10010599,13.5295459726511,0.33,7.1783548387096765,9.652,1.016,8.964,0.524,x,x,x,x,8.159,1.39,6.833,0.467,6.499,0.066,7.075,1.062,6.759,0.199,6.639,0.335,6.546,0.159,6.871,0.385,6.643,0.113,x,x,6.66,0.525,6.902,0.379,6.924,0.631,6.942,0.493,7.499,0.977,6.82,0.44,7.26,1.107,x,x,7.735,1.045,x,x,x,x,6.475,0.101,x,x,6.771,0.514,7.873,1.223,x,x,7.221,0.743,6.581,0.081,7.344,0.654,6.979,0.504,7.412,0.706,6.357,0.36,x,x,6.759,0.633,7.13,0.913,x,x,8.245,1.21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.652,1.016,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8.964,0.524,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
13,https://genenetwork.org/show_trait?trait_id=1387260_at&dataset=FT_2A_0805_M,rat,HXBBXH,FT_2A_0805_M,1387260_at,Klf4,Kruppel-like factor 4 (gut),,N/A,5,70.278992,"GKLF, MGC93286",114505,N/A,Rn.7719,-,3.26,251.0,70.278992,70.279547,15,37.959195,D15Utr31,15.0422816775572,0.047,9.74375,9.865,0.0613,9.912,0.0822,x,x,x,x,9.545,0.101,9.454,0.085,9.897,0.152,9.888,0.161,9.223,0.139,9.967,0.111,9.494,0.094,9.663,0.113,9.533,0.182,x,x,9.619,0.147,10.211,0.21,9.785,0.0629,9.676,0.044,9.607,0.0968,9.938,0.253,9.867,0.0628,x,x,9.646,0.0559,x,x,x,x,9.804,0.127,x,x,9.66,0.279,9.57,0.179,x,x,9.911,0.3,10.271,0.039,9.862,0.133,9.913,0.0869,9.617,0.154,9.634,0.0936,9.454,0.247,9.886,0.131,9.716,0.131,x,x,9.712,0.086,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.865,0.0613,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.912,0.0822,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
14,https://genenetwork.org/show_trait?trait_id=1387260_at&dataset=FT_2A_0605_Rz,rat,HXBBXH,FT_2A_0605_Rz,1387260_at,Klf4,Kruppel-like factor 4 (gut),,N/A,5,70.278992,"GKLF, MGC93286",114505,N/A,Rn.7719,-,3.26,251.0,70.278992,70.279547,15,37.959195,D15Utr31,16.322436077902,0.031,9.91584375,10.13,0.119,10.14,0.0384,x,x,x,x,9.635,0.121,9.544,0.0808,10.141,0.194,10.068,0.214,9.318,0.206,10.158,0.168,9.674,0.13,9.798,0.135,9.546,0.206,x,x,9.79,0.153,10.448,0.247,9.937,0.0522,9.831,0.0532,9.748,0.101,10.082,0.309,10.224,0.114,x,x,9.779,0.0798,x,x,x,x,10.066,0.166,x,x,9.844,0.223,9.734,0.235,x,x,10.096,0.373,10.512,0.095,9.928,0.0648,10.077,0.124,9.775,0.148,9.821,0.0985,9.639,0.249,10.081,0.162,9.872,0.153,x,x,9.871,0.0964,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10.13,0.119,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10.14,0.0384,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
15,https://genenetwork.org/show_trait?trait_id=17727551&dataset=FGUCAS_BAdip0516,rat,HXBBXH,FGUCAS_BAdip0516,17727551,Rrad,Ras-related associated with diabetes,,N/A,19,0.354255,Rrad,83521,N/A,,+,,,0.354255,0.357425,9,106.55949,rsRn10011624,16.1305431259757,,6.933187514543533,6.95,,x,x,x,x,x,x,7.105,,6.731,,6.814,,7.032,,7.213,,6.675,,7.157,,7.145,,6.89,,x,x,6.949,,7.105,,6.803,,6.694,,6.656,,6.822,,6.699,,x,x,6.856,,6.615,,x,x,6.829,,x,x,7.044,,6.744,,x,x,6.899,,6.625,,6.958,,7.225,,6.934,,7.109,,x,x,7.741,,6.905,,x,x,7.018,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.95,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
16,https://genenetwork.org/show_trait?trait_id=5828945&dataset=UT_HippRatEx_RMA_0709,rat,HXBBXH,UT_HippRatEx_RMA_0709,5828945,Rrad,Ras-related associated with diabetes; (core), (core),N/A,19,0.35583,Rrad,83521,N/A,,+,,,0.35583,0.355973,4,28.39275,rsRn10005243,11.3435977075995,,8.276937484741211,8.79,0.485,8.717,0.323,x,x,x,x,8.089,0.791,8.208,0.53,8.617,0.198,8.241,0.371,8.172,0.606,8.67,0.248,8.967,0.424,7.952,0.229,8.146,0.569,x,x,8.527,0.706,8.292,0.197,8.426,0.588,8.552,0.39,7.566,0.129,7.838,0.797,8.919,0.495,x,x,8.772,0.743,8.017,0.091,x,x,8.586,0.382,x,x,8.124,0.238,8.074,0.642,x,x,7.868,0.089,8.566,0.043,8.622,0.53,7.958,1.05,7.775,0.144,8.24,0.09,x,x,8.455,0.666,7.528,1.156,x,x,7.588,0.053,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8.79,0.485,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8.717,0.323,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
17,https://genenetwork.org/show_trait?trait_id=5876255&dataset=UT_HippRatEx_RMA_0709,rat,HXBBXH,UT_HippRatEx_RMA_0709,5876255,Rrad,Ras-related associated with diabetes; (core), (core),N/A,19,0.357136,Rrad,83521,N/A,,+,,,0.357136,0.35733,16,16.999881,rsRn10016010,11.4659566710893,,8.807281211018562,9.064,0.505,9.105,0.454,x,x,x,x,8.933,0.045,8.82,0.075,8.686,0.018,9.076,0.235,8.75,0.213,8.927,0.068,8.785,0.221,9.536,0.279,9.054,0.243,x,x,8.189,0.151,8.48,0.864,8.378,0.022,8.55,0.078,8.72,0.157,8.408,1.178,8.917,0.255,x,x,8.997,0.001,7.718,0.697,x,x,8.468,0.151,x,x,8.87,0.197,9.002,0.879,x,x,8.751,0.29,9.307,0.441,8.674,0.011,9.154,0.173,9.072,0.452,8.448,0.525,x,x,9.392,0.07,9.214,0.168,x,x,8.388,0.889,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.064,0.505,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.105,0.454,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
18,https://genenetwork.org/show_trait?trait_id=5883271&dataset=UT_HippRatEx_RMA_0709,rat,HXBBXH,UT_HippRatEx_RMA_0709,5883271,Rrad,Ras-related associated with diabetes; (core), (core),N/A,19,0.356918,Rrad,83521,N/A,,+,,,0.356918,0.357038,1,81.228614,rsRn10000394,15.4512274653918,,8.54584376513958,8.559,0.618,8.732,0.116,x,x,x,x,8.445,0.788,8.594,0.344,8.421,0.164,7.918,0.223,8.247,0.045,8.851,0.095,8.847,0.397,8.376,0.523,9.076,0.447,x,x,8.883,0.004,8.546,0.589,8.239,0.577,8.65,0.354,7.928,0.3,8.384,0.083,8.676,0.076,x,x,8.464,0.948,9.054,0.015,x,x,8.895,0.141,x,x,8.474,0.343,8.651,0.63,x,x,8.901,0.377,8.236,0.977,8.545,0.17,7.906,1.235,8.373,0.335,8.522,0.609,x,x,8.817,0.497,8.437,0.363,x,x,8.82,0.907,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8.559,0.618,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8.732,0.116,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
19,https://genenetwork.org/show_trait?trait_id=6448937&dataset=UT_HippRatEx_RMA_0709,rat,HXBBXH,UT_HippRatEx_RMA_0709,6448937,Rrad,Ras-related associated with diabetes; (core), (core),N/A,19,0.354809,Rrad,83521,N/A,,+,,,0.354809,0.354931,15,48.804804,rsRn10015491,10.6705019709512,,8.7448750436306,8.812,0.116,9.061,0.265,x,x,x,x,9.216,0.474,8.706,0.066,8.031,0.066,8.718,0.207,9.012,0.033,8.919,0.098,8.981,0.03,8.476,0.508,8.435,0.137,x,x,8.93,0.461,8.391,0.249,8.954,0.12,8.7,0.097,8.36,0.387,8.956,0.281,8.712,0.269,x,x,8.93,0.004,8.46,0.072,x,x,8.811,0.322,x,x,8.564,0.209,9.236,0.405,x,x,8.529,0.166,8.946,0.037,9.011,0.252,8.94,0.128,8.727,0.168,8.652,0.554,x,x,8.036,0.073,8.775,0.468,x,x,8.849,0.572,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8.812,0.116,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9.061,0.265,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
20,https://genenetwork.org/show_trait?trait_id=6534816&dataset=UT_HippRatEx_RMA_0709,rat,HXBBXH,UT_HippRatEx_RMA_0709,6534816,Rrad,Ras-related associated with diabetes; (core), (core),N/A,19,0.355621,Rrad,83521,N/A,,+,,,0.355621,0.355687,12,32.381675,rsRn10013534,13.7380733362166,,5.597437486052513,6.288,0.338,5.322,0.498,x,x,x,x,5.483,0.443,5.642,0.367,6.004,1.375,6.344,0.381,5.832,0.548,5.598,0.084,5.844,0.498,5.57,0.767,5.815,0.97,x,x,4.881,0.239,5.142,0.188,5.704,0.863,5.979,0.445,5.44,0.252,5.89,1.205,5.614,0.337,x,x,6.352,0.176,5.232,0.565,x,x,5.766,0.324,x,x,4.956,0.257,5.416,0.123,x,x,5.672,0.199,4.71,0.431,4.85,0.078,6.643,0.244,4.805,0.264,5.704,0.249,x,x,5.502,0.251,5.828,0.982,x,x,5.29,0.033,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6.288,0.338,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5.322,0.498,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
