"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,B6.01,B6.01_SE,B6.02,B6.02_SE,B6.03,B6.03_SE,B6.04,B6.04_SE,B6.05,B6.05_SE,B6.06,B6.06_SE,B6.07,B6.07_SE,B6.08,B6.08_SE,B6.09,B6.09_SE,B6.10,B6.10_SE,B6.11,B6.11_SE,B6.12,B6.12_SE,B6.13,B6.13_SE,B6.14,B6.14_SE,B6.15,B6.15_SE,B6.16,B6.16_SE,B6.17,B6.17_SE,D2.01,D2.01_SE,D2.02,D2.02_SE,D2.03,D2.03_SE,D2.04,D2.04_SE,D2.05,D2.05_SE,D2.06,D2.06_SE,D2.07,D2.07_SE,D2.08,D2.08_SE,D2.09,D2.09_SE,D2.10,D2.10_SE,D2.11,D2.11_SE,D2.12,D2.12_SE,D2.13,D2.13_SE,D2.14,D2.14_SE,D2.15,D2.15_SE,D2.16,D2.16_SE,D2GP.01,D2GP.01_SE,D2GP.02,D2GP.02_SE,D2GP.03,D2GP.03_SE,D2GP.04,D2GP.04_SE,D2GP.05,D2GP.05_SE,D2GP.06,D2GP.06_SE,D2GP.07,D2GP.07_SE,D2GP.08,D2GP.08_SE,D2GP.09,D2GP.09_SE,D2GP.10,D2GP.10_SE,D2GP.11,D2GP.11_SE,D2GP.12,D2GP.12_SE
11,https://genenetwork.org/show_trait?trait_id=10513011&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10513011,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.530233,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.530233,55.530504,,,,,,6.403333314259847,5.888,,6.795,,6.713,,4.692,,5.068,,6.161,,6.649,,6.456,,6.597,,6.967,,6.584,,6.26,,5.704,,6.556,,6.357,,5.734,,6.213,,6.025,,6.33,,5.238,,5.979,,5.845,,6.699,,6.023,,6.582,,6.509,,6.552,,7.101,,6.712,,7.5,,6.915,,7.115,,6.589,,7.485,,6.144,,6.821,,5.691,,6.555,,6.282,,6.535,,6.342,,6.604,,6.833,,7.048,,6.702,
12,https://genenetwork.org/show_trait?trait_id=10513012&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10513012,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.531672,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.531672,55.531728,,,,,,7.292377779218886,7.035,,7.126,,7.803,,7.321,,7.554,,7.452,,7.225,,7.447,,7.191,,7.401,,7.789,,7.627,,7.348,,7.583,,7.404,,7.146,,7.105,,6.952,,7.029,,6.59,,7.479,,7.973,,7.445,,7.553,,7.16,,7.392,,7.097,,7.436,,7.381,,7.305,,7.468,,7.508,,6.889,,6.903,,7.059,,6.821,,7.07,,7.302,,7.537,,7.416,,7.213,,6.953,,7.184,,7.372,,7.113,
13,https://genenetwork.org/show_trait?trait_id=10513013&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10513013,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.532011,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.532011,55.532161,,,,,,6.499177826775445,6.064,,6.843,,6.521,,6.538,,6.407,,5.923,,5.998,,6.387,,5.744,,6.806,,6.806,,6.413,,6.547,,6.54,,5.931,,6.826,,6.209,,6.847,,5.778,,6.852,,6.239,,6.768,,7.83,,6.085,,6.279,,6.337,,5.797,,6.616,,6.417,,6.77,,6.761,,7.128,,6.602,,5.872,,6.479,,6.111,,8.038,,6.629,,6.072,,6.385,,7.175,,6.778,,6.32,,6.565,,6.43,
14,https://genenetwork.org/show_trait?trait_id=10513014&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10513014,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.532229,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.532229,55.532286,,,,,,9.01148893568251,8.519,,8.995,,9.121,,8.696,,9.166,,9.565,,9.032,,9.083,,8.738,,9.164,,8.981,,9.325,,8.97,,8.782,,9.038,,8.744,,9.176,,9.885,,9.1,,8.805,,9.004,,9.158,,9.565,,9.196,,8.923,,9.18,,8.969,,9.012,,8.968,,8.923,,8.789,,8.571,,9.294,,9.042,,9.741,,9.291,,7.826,,9.008,,9.027,,8.942,,8.822,,8.838,,8.991,,8.686,,8.866,
15,https://genenetwork.org/show_trait?trait_id=10513015&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10513015,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.532376,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.532376,55.532407,,,,,,9.32877780066596,9.263,,9.423,,9.51,,9.071,,8.794,,9.317,,9.049,,9.19,,9.187,,9.455,,9.516,,9.838,,9.338,,9.036,,9.299,,8.699,,9.355,,9.173,,9.233,,8.821,,9.229,,9.845,,9.862,,9.517,,8.857,,9.874,,8.77,,9.675,,8.975,,9.339,,9.284,,9.222,,9.912,,9.308,,9.09,,9.6,,9.488,,9.742,,9.289,,9.243,,9.424,,9.44,,9.189,,9.756,,9.298,
16,https://genenetwork.org/show_trait?trait_id=10534103&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534103,Gusb,"glucuronidase, beta",,N/A,5,129.989542,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.989542,129.989662,,,,,,6.423111089070638,6.255,,6.761,,5.758,,6.454,,6.455,,7.292,,6.195,,6.577,,6.516,,6.356,,6.836,,6.732,,5.492,,6.127,,6.346,,6.081,,6.363,,6.877,,6.498,,6.816,,6.298,,6.723,,6.456,,6.164,,6.323,,6.105,,6.481,,6.29,,6.098,,5.994,,6.366,,6.995,,6.963,,6.345,,6.232,,7.076,,6.483,,6.319,,6.274,,6.307,,6.508,,6.41,,6.244,,6.663,,6.136,
17,https://genenetwork.org/show_trait?trait_id=10534104&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534104,Gusb,"glucuronidase, beta",,N/A,5,129.990048,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.990048,129.990151,,,,,,6.284733306037055,5.457,,5.858,,6.158,,6.107,,6.211,,6.124,,5.841,,6.358,,6.036,,6.173,,6.227,,6.254,,6.956,,5.975,,5.826,,5.766,,5.819,,6.243,,6.291,,5.518,,6.555,,6.153,,6.181,,6.614,,6.645,,6.347,,6.251,,6.48,,6.153,,6.243,,6.891,,6.558,,6.606,,6.88,,6.797,,6.473,,6.214,,6.646,,6.387,,6.218,,6.804,,6.961,,6.042,,6.289,,6.227,
18,https://genenetwork.org/show_trait?trait_id=10534105&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534105,Gusb,"glucuronidase, beta",,N/A,5,129.993424,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.993424,129.993498,,,,,,6.050577778286404,5.499,,6.331,,6.484,,6.094,,5.559,,5.923,,6.091,,6.151,,6.299,,5.154,,6.833,,5.493,,6.146,,6.11,,6.224,,6.076,,5.707,,5.496,,6.757,,7.076,,5.622,,6.316,,6.174,,5.604,,6.237,,5.185,,6.229,,5.78,,6.017,,5.821,,5.672,,6.846,,6.567,,6.127,,6.931,,5.923,,5.265,,6.253,,6.25,,6.075,,5.922,,6.065,,5.908,,5.854,,6.13,
19,https://genenetwork.org/show_trait?trait_id=10534106&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534106,Gusb,"glucuronidase, beta",,N/A,5,129.995448,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.995448,129.995499,,,,,,6.211222203572591,4.404,,7.49,,5.103,,6.335,,5.877,,6.529,,6.362,,6.221,,6.11,,6.394,,6.583,,5.874,,6.212,,6.013,,6.459,,6.58,,7.043,,5.379,,5.369,,6.712,,6.313,,5.527,,6.567,,5.705,,6.853,,5.331,,6.976,,6.822,,6.092,,5.989,,7.094,,6.772,,6.312,,6.661,,6.098,,6.483,,7.427,,5.902,,5.405,,6.114,,6.269,,5.231,,5.764,,6.342,,6.407,
20,https://genenetwork.org/show_trait?trait_id=10534107&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534107,Gusb,"glucuronidase, beta",,N/A,5,129.997787,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.997787,129.99791,,,,,,8.765911187065972,8.795,,9.174,,8.463,,8.5,,8.579,,8.526,,8.815,,8.704,,8.534,,8.697,,8.811,,8.765,,8.712,,8.662,,8.287,,8.797,,8.681,,8.547,,8.542,,8.941,,8.671,,9.2,,8.317,,8.648,,8.742,,8.975,,8.903,,8.831,,8.852,,8.937,,8.963,,9.284,,9.309,,8.659,,8.813,,8.949,,9.166,,8.6,,7.955,,8.704,,8.847,,8.883,,8.777,,9.147,,8.802,
21,https://genenetwork.org/show_trait?trait_id=10534108&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534108,Gusb,"glucuronidase, beta",,N/A,5,129.998032,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.998032,129.998154,,,,,,8.028866640726726,8.502,,7.64,,7.987,,8.115,,8.364,,8.417,,7.921,,7.834,,7.771,,8.138,,8.089,,8.505,,7.815,,7.67,,7.545,,7.666,,7.998,,8.012,,8.316,,8.179,,7.961,,7.973,,8.292,,7.814,,8.021,,7.881,,8.029,,8.149,,8.119,,8.109,,8.075,,8.533,,8.275,,8.215,,7.799,,8.028,,8.098,,7.953,,8.167,,7.889,,7.702,,7.889,,7.842,,8.228,,7.774,
22,https://genenetwork.org/show_trait?trait_id=10534109&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534109,Gusb,"glucuronidase, beta",,N/A,5,129.998413,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.998413,129.99851,,,,,,6.75575557284885,6.699,,6.655,,7.311,,6.564,,6.583,,6.097,,6.354,,6.791,,6.427,,6.372,,6.847,,6.627,,6.293,,6.986,,6.871,,6.819,,6.85,,5.77,,6.924,,6.342,,7.19,,6.209,,5.916,,7.394,,6.885,,6.973,,7.298,,7.031,,7.278,,7.267,,7.495,,7.599,,7.175,,6.249,,5.919,,6.863,,5.18,,6.63,,6.958,,6.497,,6.777,,7.331,,7.18,,7.372,,7.161,
23,https://genenetwork.org/show_trait?trait_id=10534110&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534110,Gusb,"glucuronidase, beta",,N/A,5,129.999044,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999044,129.999253,,,,,,6.910666645897759,7.727,,7.319,,7.072,,6.776,,6.707,,7.353,,6.554,,6.84,,6.829,,6.874,,6.952,,7.119,,7.612,,7.027,,6.068,,7.124,,6.703,,6.1,,6.856,,6.904,,7.411,,7.564,,7.392,,6.663,,7.212,,6.94,,7.046,,7.213,,6.344,,6.337,,6.042,,6.878,,7.009,,7.227,,7.992,,6.735,,6.69,,6.627,,6.85,,6.843,,6.745,,6.277,,7.041,,6.473,,6.913,
24,https://genenetwork.org/show_trait?trait_id=10534111&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534111,Gusb,"glucuronidase, beta",,N/A,5,129.999372,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999372,129.999508,,,,,,7.505355559455024,7.675,,7.115,,7.333,,8.074,,6.933,,7.408,,7.789,,7.231,,7.416,,7.397,,7.993,,7.917,,7.59,,7.377,,6.691,,7.263,,7.672,,7.813,,7.474,,7.547,,7.946,,7.618,,8.063,,7.332,,7.509,,7.531,,7.396,,7.652,,7.427,,7.315,,7.373,,7.731,,7.924,,7.352,,7.443,,7.21,,8.204,,7.26,,7.377,,7.246,,7.357,,7.357,,7.474,,7.465,,7.471,
25,https://genenetwork.org/show_trait?trait_id=10534112&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534112,Gusb,"glucuronidase, beta",,N/A,5,129.999543,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999543,129.999595,,,,,,5.575355519188775,5.922,,6.425,,5.427,,5.035,,6.154,,4.914,,5.734,,4.839,,5.883,,5.334,,6.533,,5.525,,6.81,,5.68,,5.259,,5.941,,5.54,,5.936,,5.918,,5.526,,5.934,,5.345,,5.536,,5.623,,4.751,,5.479,,5.943,,5.659,,5.546,,5.163,,4.962,,5.166,,5.779,,6.035,,6.476,,5.508,,7.072,,4.697,,5.167,,6.351,,4.016,,5.452,,5.474,,4.08,,5.342,
26,https://genenetwork.org/show_trait?trait_id=10534113&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534113,Gusb,"glucuronidase, beta",,N/A,5,129.999702,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999702,129.999765,,,,,,8.104533354441324,8.342,,8.943,,8.245,,7.988,,9.726,,8.5,,7.249,,7.422,,7.742,,7.514,,7.503,,9.406,,8.504,,7.504,,7.383,,7.477,,7.669,,9.331,,8.935,,8.259,,8.246,,8.458,,9.448,,7.974,,7.963,,8.317,,7.414,,8.044,,7.437,,7.42,,7.219,,7.841,,8.521,,7.736,,8.703,,7.968,,8.954,,8.172,,7.94,,8.223,,8.307,,7.762,,7.709,,7.493,,7.793,
27,https://genenetwork.org/show_trait?trait_id=10534114&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534114,Gusb,"glucuronidase, beta",,N/A,5,129.999987,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.999987,130.000069,,,,,,8.195444456736247,8.788,,8.741,,8.413,,7.763,,5.661,,9.139,,7.96,,8.159,,7.832,,7.908,,8.411,,8.653,,8.935,,8.186,,7.337,,7.999,,8.137,,8.103,,8.302,,7.675,,8.213,,8.797,,8.373,,7.957,,7.856,,7.793,,8.447,,7.872,,8.605,,8.082,,8.773,,8.44,,8.237,,9.106,,8.451,,9.164,,7.675,,8.048,,8.0,,8.092,,8.283,,8.392,,7.735,,8.595,,7.707,
